,ID,Crop_Damage
2871,F00010623,1
2872,F00010624,0
2873,F00010627,0
2874,F00010629,0
2875,F00010635,0
2876,F00010638,0
2877,F00010640,0
2878,F00010644,0
2879,F00010645,0
2880,F00010647,0
2881,F00010659,0
2882,F00010661,0
2883,F00010665,0
2884,F00010669,0
2885,F00010674,0
2886,F00010678,0
2887,F00010679,0
2888,F00010683,0
2889,F00010684,0
2890,F00010685,0
2891,F00010687,0
2892,F00010689,0
2893,F00010697,0
2894,F00010702,0
2895,F00010703,0
2896,F00010712,0
2897,F00010719,0
2898,F00010721,0
2899,F00010722,0
2900,F00010724,0
2901,F00010729,0
2902,F00010731,0
2903,F00010733,0
2904,F00010739,0
2905,F00010743,0
2906,F00010745,0
2907,F00010746,0
2908,F00010748,0
2909,F00010752,0
2910,F00010763,1
2911,F00010767,0
2912,F00010771,0
2913,F00010772,0
2914,F00010776,0
2915,F00010778,0
2916,F00010779,0
2917,F00010782,0
2918,F00010783,0
2919,F00010784,0
2920,F00010785,0
2921,F00010787,0
2922,F00010792,0
2923,F00010794,0
2924,F00010795,0
2925,F00010799,0
2926,F00010801,0
2927,F00010802,1
2928,F00010803,1
2929,F00010810,0
2930,F00010811,0
2931,F00010813,0
2932,F00010816,0
2933,F00010818,0
2934,F00010819,0
2935,F00010826,0
2936,F00010834,0
2937,F00010836,0
2938,F00010838,0
2939,F00010840,0
2940,F00010843,0
2941,F00010844,0
2942,F00010849,0
2943,F00010850,0
2944,F00010857,0
2945,F00010859,0
2946,F00010863,0
2947,F00010864,0
2948,F00010867,0
2949,F00010870,0
2950,F00010872,0
2951,F00010877,0
2952,F00010878,0
2953,F00010879,0
2954,F00010891,0
2955,F00010895,0
2956,F00010898,0
2957,F00010906,0
2958,F00010907,0
2959,F00010909,0
2960,F00010916,0
2961,F00010919,0
2962,F00010922,0
2963,F00010931,0
2964,F00010936,0
2965,F00010937,0
2966,F00010940,1
2967,F00010943,0
2968,F00010944,0
2969,F00010950,0
2970,F00010960,0
2971,F00010964,0
2972,F00010965,0
2973,F00010971,0
2974,F00010974,0
2975,F00010986,0
2976,F00010989,0
2977,F00010991,0
2978,F00010993,0
2979,F00010998,0
2980,F00011000,0
2981,F00011001,0
2982,F00011003,0
2983,F00011004,0
2984,F00011006,0
2985,F00011007,1
2986,F00011008,0
2987,F00011009,0
2988,F00011012,1
2989,F00011018,0
2990,F00011019,0
2991,F00011032,0
2992,F00011036,0
2993,F00011037,0
2994,F00011038,0
2995,F00011042,0
2996,F00011047,0
2997,F00011052,0
2998,F00011062,0
2999,F00011069,0
3000,F00011079,0
3001,F00011081,0
3002,F00011082,0
3003,F00011084,0
3004,F00011093,0
3005,F00011099,0
3006,F00011102,0
3007,F00011103,0
3008,F00011106,0
3009,F00011107,0
3010,F00011108,0
3011,F00011110,0
3012,F00011111,0
3013,F00011115,0
3014,F00011117,0
3015,F00011120,0
3016,F00011122,0
3017,F00011123,1
3018,F00011125,0
3019,F00011133,0
3020,F00011140,0
3021,F00011143,0
3022,F00011150,0
3023,F00011156,0
3024,F00011165,0
3025,F00011175,0
3026,F00011177,0
3027,F00011180,0
3028,F00011183,0
3029,F00011188,0
3030,F00011189,0
3031,F00011190,0
3032,F00011194,0
3033,F00011199,0
3034,F00011201,0
3035,F00011203,0
3036,F00011205,0
3037,F00011206,0
3038,F00011207,0
3039,F00011212,0
3040,F00011214,1
3041,F00011219,1
3042,F00011221,0
3043,F00011232,1
3044,F00011238,1
3045,F00011247,0
3046,F00011250,0
3047,F00011259,0
3048,F00011263,0
3049,F00011270,0
3050,F00011274,0
3051,F00011276,0
3052,F00011286,0
3053,F00011289,0
3054,F00011297,0
3055,F00011299,0
3056,F00011305,0
3057,F00011312,0
3058,F00011314,0
3059,F00011315,0
3060,F00011317,0
3061,F00011318,0
3062,F00011321,0
3063,F00011322,0
3064,F00011328,0
3065,F00011331,0
3066,F00011336,0
3067,F00011343,0
3068,F00011344,0
3069,F00011345,0
3070,F00011363,0
3071,F00011371,0
3072,F00011373,0
3073,F00011375,0
3074,F00011382,0
3075,F00011390,0
3076,F00011397,0
3077,F00011399,0
3078,F00011402,0
3079,F00011403,1
3080,F00011410,0
3081,F00011419,0
3082,F00011422,0
3083,F00011428,0
3084,F00011430,0
3085,F00011431,0
3086,F00011432,0
3087,F00011435,1
3088,F00011436,1
3089,F00011437,0
3090,F00011445,0
3091,F00011447,0
3092,F00011453,0
3093,F00011456,0
3094,F00011458,0
3095,F00011465,0
3096,F00011471,0
3097,F00011474,0
3098,F00011481,0
3099,F00011487,0
3100,F00011489,0
3101,F00011490,0
3102,F00011497,0
3103,F00011507,0
3104,F00011509,0
3105,F00011510,0
3106,F00011513,0
3107,F00011522,0
3108,F00011528,0
3109,F00011532,0
3110,F00011536,0
3111,F00011539,0
3112,F00011543,0
3113,F00011551,0
3114,F00011552,0
3115,F00011555,0
3116,F00011562,0
3117,F00011565,0
3118,F00011571,1
3119,F00011574,1
3120,F00011575,0
3121,F00011578,0
3122,F00011582,0
3123,F00011583,0
3124,F00011584,0
3125,F00011585,0
3126,F00011586,0
3127,F00011589,0
3128,F00011591,0
3129,F00011592,1
3130,F00011593,0
3131,F00011595,0
3132,F00011596,0
3133,F00011597,0
3134,F00011619,0
3135,F00011624,0
3136,F00011626,0
3137,F00011627,0
3138,F00011631,0
3139,F00011634,0
3140,F00011648,0
3141,F00011650,0
3142,F00011653,0
3143,F00011655,0
3144,F00011657,0
3145,F00011659,0
3146,F00011660,0
3147,F00011663,0
3148,F00011664,0
3149,F00011665,0
3150,F00011667,1
3151,F00011668,1
3152,F00011670,0
3153,F00011681,0
3154,F00011683,0
3155,F00011686,0
3156,F00011694,0
3157,F00011696,0
3158,F00011700,0
3159,F00011701,0
3160,F00011705,0
3161,F00011706,0
3162,F00011708,0
3163,F00011711,0
3164,F00011713,1
3165,F00011719,0
3166,F00011720,0
3167,F00011724,0
3168,F00011726,0
3169,F00011727,0
3170,F00011735,0
3171,F00011742,0
3172,F00011748,0
3173,F00011749,0
3174,F00011752,0
3175,F00011753,0
3176,F00011754,0
3177,F00011759,0
3178,F00011762,0
3179,F00011764,0
3180,F00011768,0
3181,F00011776,0
3182,F00011786,0
3183,F00011789,0
3184,F00011792,0
3185,F00011801,1
3186,F00011812,1
3187,F00011813,1
3188,F00011815,0
3189,F00011817,0
3190,F00011819,0
3191,F00011825,1
3192,F00011826,0
3193,F00011831,0
3194,F00011843,0
3195,F00011844,0
3196,F00011849,0
3197,F00011852,1
3198,F00011858,0
3199,F00011860,0
3200,F00011862,0
3201,F00011865,0
3202,F00011866,0
3203,F00011871,0
3204,F00011872,0
3205,F00011879,0
3206,F00011880,0
3207,F00011881,0
3208,F00011882,0
3209,F00011883,0
3210,F00011886,0
3211,F00011890,0
3212,F00011892,0
3213,F00011896,0
3214,F00011898,0
3215,F00011902,0
3216,F00011903,0
3217,F00011908,0
3218,F00011910,0
3219,F00011912,0
3220,F00011913,0
3221,F00011915,0
3222,F00011916,0
3223,F00011917,0
3224,F00011920,0
3225,F00011921,0
3226,F00011922,0
3227,F00011923,0
3228,F00011930,0
3229,F00011932,0
3230,F00011934,0
3231,F00011935,0
3232,F00011939,0
3233,F00011941,0
3234,F00011944,0
3235,F00011945,0
3236,F00011955,0
3237,F00011964,1
3238,F00011972,0
3239,F00011980,0
3240,F00011984,0
3241,F00011990,0
3242,F00011995,0
3243,F00011997,0
3244,F00011999,0
3245,F00012004,0
3246,F00012005,0
3247,F00012007,0
3248,F00012010,1
3249,F00012014,0
3250,F00012015,0
3251,F00012024,0
3252,F00012025,0
3253,F00012041,0
3254,F00012049,0
3255,F00012051,0
3256,F00012052,0
3257,F00012054,0
3258,F00012055,1
3259,F00012058,0
3260,F00012061,0
3261,F00012073,0
3262,F00012075,0
3263,F00012076,0
3264,F00012077,0
3265,F00012078,0
3266,F00012079,0
3267,F00012081,0
3268,F00012087,0
3269,F00012094,0
3270,F00012098,0
3271,F00012099,0
3272,F00012103,0
3273,F00012113,0
3274,F00012118,0
3275,F00012121,0
3276,F00012132,0
3277,F00012134,0
3278,F00012135,0
3279,F00012139,0
3280,F00012140,0
3281,F00012147,0
3282,F00012149,0
3283,F00012160,0
3284,F00012162,0
3285,F00012168,0
3286,F00012174,0
3287,F00012177,0
3288,F00012184,0
3289,F00012188,0
3290,F00012191,0
3291,F00012195,0
3292,F00012197,0
3293,F00012201,0
3294,F00012202,0
3295,F00012205,0
3296,F00012206,0
3297,F00012208,0
3298,F00012212,0
3299,F00012215,0
3300,F00012220,0
3301,F00012224,0
3302,F00012237,0
3303,F00012238,0
3304,F00012244,0
3305,F00012255,0
3306,F00012257,0
3307,F00012262,0
3308,F00012263,0
3309,F00012265,0
3310,F00012268,0
3311,F00012277,0
3312,F00012278,0
3313,F00012283,0
3314,F00012284,0
3315,F00012285,0
3316,F00012289,0
3317,F00012297,0
3318,F00012300,0
3319,F00012302,0
3320,F00012303,0
3321,F00012309,0
3322,F00012313,0
3323,F00012315,0
3324,F00012317,0
3325,F00012319,0
3326,F00012320,0
3327,F00012326,0
3328,F00012332,0
3329,F00012333,0
3330,F00012334,0
3331,F00012340,0
3332,F00012344,0
3333,F00012345,0
3334,F00012351,0
3335,F00012355,0
3336,F00012356,0
3337,F00012360,0
3338,F00012361,0
3339,F00012367,0
3340,F00012369,0
3341,F00012371,0
3342,F00012374,0
3343,F00012377,0
3344,F00012387,0
3345,F00012392,0
3346,F00012393,0
3347,F00012401,0
3348,F00012403,0
3349,F00012406,0
3350,F00012412,0
3351,F00012415,0
3352,F00012417,0
3353,F00012419,0
3354,F00012420,0
3355,F00012425,0
3356,F00012426,0
3357,F00012428,0
3358,F00012431,0
3359,F00012433,0
3360,F00012436,0
3361,F00012437,1
3362,F00012445,0
3363,F00012447,0
3364,F00012450,0
3365,F00012452,0
3366,F00012454,0
3367,F00012466,0
3368,F00012468,0
3369,F00012471,0
3370,F00012477,0
3371,F00012481,0
3372,F00012482,0
3373,F00012486,0
3374,F00012503,0
3375,F00012511,0
3376,F00012512,0
3377,F00012520,0
3378,F00012524,0
3379,F00012527,0
3380,F00012544,1
3381,F00012545,0
3382,F00012546,0
3383,F00012549,0
3384,F00012555,0
3385,F00012560,0
3386,F00012561,0
3387,F00012570,0
3388,F00012571,0
3389,F00012580,0
3390,F00012589,0
3391,F00012592,0
3392,F00012593,0
3393,F00012595,0
3394,F00012598,0
3395,F00012609,0
3396,F00012610,0
3397,F00012618,0
3398,F00012623,1
3399,F00012625,0
3400,F00012626,0
3401,F00012628,0
3402,F00012634,0
3403,F00012635,0
3404,F00012637,0
3405,F00012642,0
3406,F00012656,0
3407,F00012660,0
3408,F00012662,0
3409,F00012663,0
3410,F00012673,1
3411,F00012674,0
3412,F00012678,0
3413,F00012679,0
3414,F00012680,0
3415,F00012681,0
3416,F00012684,0
3417,F00012685,0
3418,F00012687,0
3419,F00012697,0
3420,F00012703,0
3421,F00012704,0
3422,F00012712,0
3423,F00012715,0
3424,F00012718,0
3425,F00012721,0
3426,F00012725,0
3427,F00012731,0
3428,F00012733,0
3429,F00012734,0
3430,F00012737,0
3431,F00012747,0
3432,F00012748,0
3433,F00012750,0
3434,F00012753,0
3435,F00012757,0
3436,F00012760,0
3437,F00012762,0
3438,F00012763,0
3439,F00012766,0
3440,F00012767,0
3441,F00012771,0
3442,F00012776,0
3443,F00012781,0
3444,F00012782,0
3445,F00012784,0
3446,F00012796,0
3447,F00012797,0
3448,F00012800,0
3449,F00012811,1
3450,F00012813,0
3451,F00012815,0
3452,F00012816,0
3453,F00012817,0
3454,F00012821,0
3455,F00012825,0
3456,F00012826,0
3457,F00012833,0
3458,F00012834,0
3459,F00012835,0
3460,F00012838,0
3461,F00012839,1
3462,F00012844,0
3463,F00012845,0
3464,F00012846,0
3465,F00012847,0
3466,F00012848,0
3467,F00012852,0
3468,F00012853,1
3469,F00012859,1
3470,F00012862,1
3471,F00012864,1
3472,F00012868,1
3473,F00012871,1
3474,F00012876,2
3475,F00012879,1
3476,F00012892,1
3477,F00012893,1
3478,F00012894,1
3479,F00012896,1
3480,F00012905,1
3481,F00012908,1
3482,F00012910,1
3483,F00012912,1
3484,F00012913,0
3485,F00012917,0
3486,F00012918,0
3487,F00012922,0
3488,F00012923,0
3489,F00012927,0
3490,F00012934,0
3491,F00012936,0
3492,F00012940,0
3493,F00012942,0
3494,F00012944,0
3495,F00012949,0
3496,F00012957,0
3497,F00012960,1
3498,F00012961,0
3499,F00012973,0
3500,F00012979,0
3501,F00012981,0
3502,F00012982,0
3503,F00012983,0
3504,F00012985,0
3505,F00012986,0
3506,F00012988,0
3507,F00012999,0
3508,F00013001,0
3509,F00013003,0
3510,F00013005,0
3511,F00013006,0
3512,F00013008,0
3513,F00013012,0
3514,F00013017,0
3515,F00013018,0
3516,F00013025,0
3517,F00013029,0
3518,F00013032,0
3519,F00013035,0
3520,F00013040,0
3521,F00013052,0
3522,F00013059,0
3523,F00013062,0
3524,F00013066,0
3525,F00013077,0
3526,F00013083,0
3527,F00013086,0
3528,F00013092,0
3529,F00013093,1
3530,F00013094,0
3531,F00013103,0
3532,F00013104,0
3533,F00013106,0
3534,F00013108,0
3535,F00013109,0
3536,F00013113,0
3537,F00013115,0
3538,F00013116,0
3539,F00013118,0
3540,F00013119,0
3541,F00013122,1
3542,F00013136,0
3543,F00013143,0
3544,F00013145,1
3545,F00013149,0
3546,F00013154,0
3547,F00013169,0
3548,F00013173,0
3549,F00013180,1
3550,F00013181,1
3551,F00013182,0
3552,F00013184,0
3553,F00013196,1
3554,F00013199,1
3555,F00013203,0
3556,F00013209,0
3557,F00013210,0
3558,F00013213,1
3559,F00013215,0
3560,F00013221,0
3561,F00013227,0
3562,F00013231,0
3563,F00013239,0
3564,F00013241,0
3565,F00013243,0
3566,F00013245,0
3567,F00013249,1
3568,F00013252,0
3569,F00013259,1
3570,F00013260,0
3571,F00013267,0
3572,F00013269,0
3573,F00013271,0
3574,F00013272,0
3575,F00013275,0
3576,F00013276,0
3577,F00013279,0
3578,F00013283,0
3579,F00013285,1
3580,F00013289,0
3581,F00013301,0
3582,F00013302,0
3583,F00013309,0
3584,F00013313,1
3585,F00013314,0
3586,F00013316,0
3587,F00013320,0
3588,F00013322,0
3589,F00013329,0
3590,F00013331,0
3591,F00013333,1
3592,F00013345,0
3593,F00013346,0
3594,F00013349,0
3595,F00013353,0
3596,F00013355,0
3597,F00013356,0
3598,F00013357,0
3599,F00013358,1
3600,F00013369,0
3601,F00013372,0
3602,F00013373,0
3603,F00013384,0
3604,F00013385,1
3605,F00013387,0
3606,F00013388,0
3607,F00013390,0
3608,F00013391,1
3609,F00013393,0
3610,F00013396,0
3611,F00013397,0
3612,F00013403,0
3613,F00013406,0
3614,F00013408,1
3615,F00013412,0
3616,F00013417,0
3617,F00013422,0
3618,F00013427,0
3619,F00013432,0
3620,F00013436,0
3621,F00013445,0
3622,F00013446,1
3623,F00013447,0
3624,F00013449,0
3625,F00013450,1
3626,F00013452,1
3627,F00013454,0
3628,F00013461,1
3629,F00013466,1
3630,F00013472,1
3631,F00013479,1
3632,F00013480,0
3633,F00013481,0
3634,F00013482,1
3635,F00013487,1
3636,F00013495,0
3637,F00013496,0
3638,F00013501,0
3639,F00013502,1
3640,F00013504,0
3641,F00013507,0
3642,F00013509,0
3643,F00013510,1
3644,F00013517,1
3645,F00013527,0
3646,F00013531,0
3647,F00013534,1
3648,F00013539,0
3649,F00013540,0
3650,F00013541,0
3651,F00013544,0
3652,F00013548,0
3653,F00013555,1
3654,F00013558,0
3655,F00013562,0
3656,F00013565,0
3657,F00013570,1
3658,F00013574,0
3659,F00013581,0
3660,F00013592,0
3661,F00013593,0
3662,F00013599,1
3663,F00013600,0
3664,F00013602,0
3665,F00013604,0
3666,F00013608,0
3667,F00013610,0
3668,F00013613,0
3669,F00013614,1
3670,F00013616,0
3671,F00013621,0
3672,F00013623,1
3673,F00013626,0
3674,F00013628,0
3675,F00013631,0
3676,F00013634,0
3677,F00013635,0
3678,F00013636,0
3679,F00013641,0
3680,F00013644,0
3681,F00013645,0
3682,F00013646,0
3683,F00013653,0
3684,F00013654,1
3685,F00013657,0
3686,F00013659,1
3687,F00013660,1
3688,F00013662,1
3689,F00013674,0
3690,F00013681,0
3691,F00013689,0
3692,F00013692,0
3693,F00013693,0
3694,F00013694,0
3695,F00013696,1
3696,F00013698,0
3697,F00013699,0
3698,F00013702,0
3699,F00013708,0
3700,F00013709,0
3701,F00013710,0
3702,F00013711,0
3703,F00013712,0
3704,F00013713,0
3705,F00013724,1
3706,F00013729,0
3707,F00013731,0
3708,F00013736,0
3709,F00013741,1
3710,F00013745,1
3711,F00013747,0
3712,F00013749,0
3713,F00013751,0
3714,F00013754,0
3715,F00013756,0
3716,F00013762,0
3717,F00013767,1
3718,F00013770,0
3719,F00013776,0
3720,F00013777,0
3721,F00013779,0
3722,F00013780,0
3723,F00013781,1
3724,F00013786,0
3725,F00013788,0
3726,F00013790,0
3727,F00013791,0
3728,F00013800,0
3729,F00013806,0
3730,F00013807,0
3731,F00013808,0
3732,F00013809,0
3733,F00013811,0
3734,F00013813,0
3735,F00013818,0
3736,F00013820,0
3737,F00013830,0
3738,F00013832,0
3739,F00013836,0
3740,F00013838,0
3741,F00013843,0
3742,F00013853,0
3743,F00013854,0
3744,F00013857,0
3745,F00013863,0
3746,F00013871,0
3747,F00013875,0
3748,F00013877,0
3749,F00013880,0
3750,F00013886,0
3751,F00013887,0
3752,F00013888,0
3753,F00013889,0
3754,F00013891,0
3755,F00013892,0
3756,F00013916,0
3757,F00013917,0
3758,F00013920,0
3759,F00013931,0
3760,F00013933,0
3761,F00013936,0
3762,F00013940,0
3763,F00013942,1
3764,F00013944,0
3765,F00013947,0
3766,F00013948,0
3767,F00013949,0
3768,F00013950,0
3769,F00013952,0
3770,F00013957,0
3771,F00013962,0
3772,F00013966,0
3773,F00013968,0
3774,F00013970,1
3775,F00013971,0
3776,F00013976,0
3777,F00013977,0
3778,F00013978,0
3779,F00013990,0
3780,F00013991,1
3781,F00013992,0
3782,F00013993,0
3783,F00013996,0
3784,F00014003,0
3785,F00014008,0
3786,F00014009,0
3787,F00014011,0
3788,F00014014,0
3789,F00014017,0
3790,F00014019,0
3791,F00014020,0
3792,F00014026,1
3793,F00014030,0
3794,F00014036,0
3795,F00014039,0
3796,F00014042,0
3797,F00014045,0
3798,F00014046,0
3799,F00014057,1
3800,F00014063,0
3801,F00014067,0
3802,F00014068,0
3803,F00014071,0
3804,F00014073,0
3805,F00014076,0
3806,F00014079,0
3807,F00014096,0
3808,F00014097,0
3809,F00014100,0
3810,F00014117,0
3811,F00014124,0
3812,F00014131,0
3813,F00014135,0
3814,F00014144,0
3815,F00014145,0
3816,F00014148,0
3817,F00014150,0
3818,F00014160,0
3819,F00014161,1
3820,F00014163,0
3821,F00014166,0
3822,F00014170,0
3823,F00014171,0
3824,F00014172,0
3825,F00014173,0
3826,F00014174,0
3827,F00014175,0
3828,F00014177,0
3829,F00014178,0
3830,F00014189,0
3831,F00014192,0
3832,F00014195,0
3833,F00014197,0
3834,F00014199,0
3835,F00014203,0
3836,F00014204,0
3837,F00014206,0
3838,F00014209,0
3839,F00014218,0
3840,F00014223,0
3841,F00014233,0
3842,F00014234,0
3843,F00014236,0
3844,F00014237,0
3845,F00014239,0
3846,F00014241,0
3847,F00014242,0
3848,F00014244,1
3849,F00014248,0
3850,F00014251,0
3851,F00014258,0
3852,F00014259,1
3853,F00014264,0
3854,F00014265,0
3855,F00014270,0
3856,F00014272,0
3857,F00014274,0
3858,F00014275,0
3859,F00014286,1
3860,F00014291,0
3861,F00014293,0
3862,F00014294,0
3863,F00014296,1
3864,F00014302,0
3865,F00014318,1
3866,F00014320,0
3867,F00014321,0
3868,F00014323,0
3869,F00014329,0
3870,F00014330,0
3871,F00014332,1
3872,F00014333,0
3873,F00014339,0
3874,F00014343,1
3875,F00014345,1
3876,F00014346,0
3877,F00014350,0
3878,F00014359,0
3879,F00014361,0
3880,F00014365,0
3881,F00014367,0
3882,F00014371,1
3883,F00014374,0
3884,F00014379,0
3885,F00014380,0
3886,F00014385,0
3887,F00014386,0
3888,F00014391,0
3889,F00014392,0
3890,F00014395,0
3891,F00014397,0
3892,F00014398,0
3893,F00014402,0
3894,F00014410,0
3895,F00014419,0
3896,F00014420,0
3897,F00014421,0
3898,F00014431,0
3899,F00014433,0
3900,F00014434,1
3901,F00014436,0
3902,F00014437,0
3903,F00014439,1
3904,F00014444,0
3905,F00014445,0
3906,F00014447,1
3907,F00014448,0
3908,F00014450,1
3909,F00014451,0
3910,F00014453,0
3911,F00014455,0
3912,F00014458,0
3913,F00014479,0
3914,F00014480,0
3915,F00014485,0
3916,F00014496,0
3917,F00014501,0
3918,F00014502,0
3919,F00014505,0
3920,F00014506,0
3921,F00014519,0
3922,F00014520,0
3923,F00014521,0
3924,F00014526,0
3925,F00014528,0
3926,F00014531,0
3927,F00014533,0
3928,F00014534,0
3929,F00014537,0
3930,F00014538,0
3931,F00014539,0
3932,F00014542,0
3933,F00014544,1
3934,F00014545,0
3935,F00014547,0
3936,F00014563,0
3937,F00014572,0
3938,F00014573,0
3939,F00014575,0
3940,F00014576,0
3941,F00014578,0
3942,F00014586,0
3943,F00014587,0
3944,F00014591,0
3945,F00014593,0
3946,F00014600,0
3947,F00014615,0
3948,F00014618,0
3949,F00014622,0
3950,F00014625,0
3951,F00014627,0
3952,F00014630,0
3953,F00014635,0
3954,F00014642,0
3955,F00014648,0
3956,F00014652,0
3957,F00014653,0
3958,F00014654,0
3959,F00014662,0
3960,F00014668,0
3961,F00014669,0
3962,F00014670,0
3963,F00014671,0
3964,F00014675,0
3965,F00014683,0
3966,F00014692,1
3967,F00014695,0
3968,F00014705,0
3969,F00014706,0
3970,F00014707,0
3971,F00014710,0
3972,F00014717,0
3973,F00014719,0
3974,F00014722,0
3975,F00014726,0
3976,F00014729,0
3977,F00014732,0
3978,F00014734,0
3979,F00014739,0
3980,F00014743,0
3981,F00014752,0
3982,F00014753,0
3983,F00014755,0
3984,F00014756,0
3985,F00014757,0
3986,F00014763,0
3987,F00014765,0
3988,F00014766,0
3989,F00014768,0
3990,F00014776,0
3991,F00014777,0
3992,F00014779,0
3993,F00014788,0
3994,F00014792,0
3995,F00014794,0
3996,F00014797,0
3997,F00014799,0
3998,F00014804,0
3999,F00014810,0
4000,F00014814,0
4001,F00014819,0
4002,F00014827,1
4003,F00014829,0
4004,F00014830,0
4005,F00014833,0
4006,F00014834,0
4007,F00014842,0
4008,F00014843,0
4009,F00014848,0
4010,F00014856,0
4011,F00014857,0
4012,F00014864,0
4013,F00014869,0
4014,F00014876,0
4015,F00014880,0
4016,F00014885,0
4017,F00014890,0
4018,F00014894,0
4019,F00014906,0
4020,F00014907,0
4021,F00014913,0
4022,F00014915,0
4023,F00014916,0
4024,F00014918,0
4025,F00014925,0
4026,F00014927,0
4027,F00014928,0
4028,F00014929,0
4029,F00014943,0
4030,F00014944,0
4031,F00014948,0
4032,F00014952,0
4033,F00014959,0
4034,F00014966,0
4035,F00014967,0
4036,F00014969,0
4037,F00014970,0
4038,F00014972,0
4039,F00014974,0
4040,F00014980,0
4041,F00014984,0
4042,F00014986,0
4043,F00014989,0
4044,F00014995,0
4045,F00014998,0
4046,F00015004,0
4047,F00015009,0
4048,F00015012,0
4049,F00015013,0
4050,F00015015,0
4051,F00015020,0
4052,F00015021,0
4053,F00015023,0
4054,F00015024,0
4055,F00015025,0
4056,F00015026,0
4057,F00015027,0
4058,F00015030,0
4059,F00015037,0
4060,F00015038,0
4061,F00015040,0
4062,F00015043,0
4063,F00015045,0
4064,F00015046,0
4065,F00015054,0
4066,F00015060,0
4067,F00015066,0
4068,F00015072,0
4069,F00015073,0
4070,F00015076,0
4071,F00015083,0
4072,F00015096,0
4073,F00015100,0
4074,F00015103,0
4075,F00015106,0
4076,F00015110,0
4077,F00015111,0
4078,F00015127,0
4079,F00015132,0
4080,F00015137,0
4081,F00015150,0
4082,F00015162,0
4083,F00015164,0
4084,F00015165,0
4085,F00015166,0
4086,F00015171,0
4087,F00015181,0
4088,F00015183,0
4089,F00015189,0
4090,F00015190,0
4091,F00015191,0
4092,F00015196,1
4093,F00015198,0
4094,F00015202,0
4095,F00015207,0
4096,F00015210,0
4097,F00015213,0
4098,F00015214,0
4099,F00015217,0
4100,F00015221,0
4101,F00015226,0
4102,F00015230,0
4103,F00015234,0
4104,F00015235,0
4105,F00015245,0
4106,F00015248,0
4107,F00015250,1
4108,F00015254,0
4109,F00015256,0
4110,F00015259,0
4111,F00015263,0
4112,F00015266,0
4113,F00015268,0
4114,F00015269,0
4115,F00015275,0
4116,F00015276,0
4117,F00015279,0
4118,F00015281,0
4119,F00015293,0
4120,F00015297,0
4121,F00015299,0
4122,F00015301,0
4123,F00015302,0
4124,F00015304,0
4125,F00015306,0
4126,F00015308,0
4127,F00015310,0
4128,F00015311,0
4129,F00015312,0
4130,F00015316,0
4131,F00015317,0
4132,F00015320,0
4133,F00015323,0
4134,F00015328,0
4135,F00015329,0
4136,F00015330,0
4137,F00015332,1
4138,F00015335,0
4139,F00015336,0
4140,F00015337,0
4141,F00015342,0
4142,F00015346,0
4143,F00015354,0
4144,F00015356,0
4145,F00015362,0
4146,F00015366,0
4147,F00015367,0
4148,F00015371,0
4149,F00015373,0
4150,F00015374,0
4151,F00015380,0
4152,F00015382,0
4153,F00015391,0
4154,F00015399,1
4155,F00015400,0
4156,F00015405,0
4157,F00015408,0
4158,F00015410,0
4159,F00015415,0
4160,F00015422,0
4161,F00015430,0
4162,F00015436,0
4163,F00015441,0
4164,F00015443,0
4165,F00015445,0
4166,F00015446,0
4167,F00015449,0
4168,F00015451,0
4169,F00015452,0
4170,F00015459,0
4171,F00015462,0
4172,F00015465,0
4173,F00015471,0
4174,F00015476,0
4175,F00015481,0
4176,F00015482,0
4177,F00015486,0
4178,F00015489,0
4179,F00015492,0
4180,F00015498,0
4181,F00015499,1
4182,F00015501,0
4183,F00015505,0
4184,F00015506,0
4185,F00015514,0
4186,F00015527,0
4187,F00015532,0
4188,F00015533,0
4189,F00015534,0
4190,F00015537,0
4191,F00015541,0
4192,F00015547,0
4193,F00015548,0
4194,F00015552,1
4195,F00015555,1
4196,F00015556,0
4197,F00015558,0
4198,F00015561,0
4199,F00015562,0
4200,F00015564,0
4201,F00015577,0
4202,F00015578,0
4203,F00015580,0
4204,F00015583,0
4205,F00015585,0
4206,F00015586,0
4207,F00015589,0
4208,F00015591,0
4209,F00015596,0
4210,F00015597,0
4211,F00015598,1
4212,F00015607,1
4213,F00015608,0
4214,F00015609,0
4215,F00015616,0
4216,F00015622,0
4217,F00015623,0
4218,F00015625,0
4219,F00015633,0
4220,F00015635,0
4221,F00015636,0
4222,F00015638,0
4223,F00015643,0
4224,F00015645,0
4225,F00015648,0
4226,F00015650,0
4227,F00015652,0
4228,F00015654,0
4229,F00015659,0
4230,F00015666,0
4231,F00015669,0
4232,F00015675,0
4233,F00015676,0
4234,F00015677,0
4235,F00015686,0
4236,F00015688,0
4237,F00015691,0
4238,F00015694,0
4239,F00015700,1
4240,F00015703,0
4241,F00015710,0
4242,F00015711,0
4243,F00015718,0
4244,F00015720,0
4245,F00015721,0
4246,F00015722,0
4247,F00015724,0
4248,F00015728,0
4249,F00015729,0
4250,F00015730,0
4251,F00015734,0
4252,F00015741,0
4253,F00015742,0
4254,F00015746,1
4255,F00015750,0
4256,F00015753,0
4257,F00015755,0
4258,F00015758,0
4259,F00015759,0
4260,F00015760,0
4261,F00015761,0
4262,F00015769,0
4263,F00015770,0
4264,F00015771,0
4265,F00015812,0
4266,F00015814,0
4267,F00015818,0
4268,F00015820,0
